periodo;trm;dia;primera_dif;segunda_dif;trans_max_min;estanrazicacion z;trans_max_min;1dif;y_t;y_t-1;y_t-2;y_t-3;m1;m2;m3
36740;2175,02;miércoles;0,47;2,23;0,415188248;0,005993498;0,350043575;0,000105842;0,47;1,76;-0,99;8,41;0,385;3,06;5,16
36741;2173,62;jueves;-1,4;-0,93;0,410184368;-0,09168371;0,349728302;-0,000315273;-1,4;0,47;1,76;-0,99;1,115;0,413333333;2,4125
36742;2177,67;viernes;4,05;2,65;0,424767868;0,192990508;0,350640343;0,000912041;4,05;-1,4;0,47;1,76;-0,465;0,276666667;-0,04
36745;2180,64;lunes;2,97;7,02;0,421877927;0,136578002;0,351309173;0,00066883;2,97;4,05;-1,4;0,47;1,325;1,04;1,22
36746;2180,64;martes;0;2,97;0,413930588;-0,018556388;0,351309173;0;0;2,97;4,05;-1,4;3,51;1,873333333;1,5225
36747;2176,52;miércoles;-4,12;-4,12;0,402905997;-0,23375965;0,350381368;-0,000927805;-4,12;0;2,97;4,05;1,485;2,34;1,405
36748;2176,17;jueves;-0,35;-4,47;0,412994033;-0,036838219;0,35030255;-7,88184E-05;-0,35;-4,12;0;2,97;-2,06;-0,383333333;0,725
36749;2179,6;viernes;3,43;3,08;0,423108828;0,160605551;0,35107497;0,00077242;3,43;-0,35;-4,12;0;-2,235;-1,49;-0,375
36752;2180,89;lunes;1,29;4,72;0,417382462;0,048825216;0,351365472;0,000290502;1,29;3,43;-0,35;-4,12;1,54;-0,346666667;-0,26
36753;2180,99;martes;0,1;1,39;0,414198175;-0,013333008;0,351387991;2,25195E-05;0,1;1,29;3,43;-0,35;2,36;1,456666667;0,0625
36754;2185,45;miércoles;4,46;4,56;0,425864976;0,214406366;0,352392362;0,001004371;4,46;0,1;1,29;3,43;0,695;1,606666667;1,1175
36755;2185,46;jueves;0,01;4,47;0,413957347;-0,01803405;0,352394614;2,25195E-06;0,01;4,46;0,1;1,29;2,28;1,95;2,32
36756;2185,75;viernes;0,29;0,3;0,414706591;-0,003408586;0,352459921;6,53066E-05;0,29;0,01;4,46;0,1;2,235;1,523333333;1,465
36759;2183,01;lunes;-2,74;-2,45;0,4065987;-0,161677004;0,351842886;-0,000617035;-2,74;0,29;0,01;4,46;0,15;1,586666667;1,215
36760;2183,01;martes;0;-2,74;0,413930588;-0,018556388;0,351842886;0;0;-2,74;0,29;0,01;-1,225;-0,813333333;0,505
36761;2187,83;miércoles;4,82;4,82;0,426828289;0,233210535;0,352928327;0,001085441;4,82;0;-2,74;0,29;-1,37;-0,816666667;-0,61
36762;2196,72;jueves;8,89;13,71;0,437719087;0,445802107;0,354930313;0,002001986;8,89;4,82;0;-2,74;2,41;0,693333333;0,5925
36763;2205,6;viernes;8,88;17,77;0,437692328;0,445279769;0,356930048;0,001999734;8,88;8,89;4,82;0;6,855;4,57;2,7425
36766;2208,82;lunes;3,22;12,1;0,422546895;0,149636452;0,357655176;0,000725129;3,22;8,88;8,89;4,82;8,885;7,53;5,6475
36767;2208,17;martes;-0,65;2,57;0,412191271;-0,052508359;0,3575088;-0,000146377;-0,65;3,22;8,88;8,89;6,05;6,996666667;6,4525
36768;2204,22;miércoles;-3,95;-4,6;0,403360895;-0,224879904;0,356619278;-0,000889521;-3,95;-0,65;3,22;8,88;1,285;3,816666667;5,085
36769;2208,21;jueves;3,99;0,04;0,424607316;0,18985648;0,357517807;0,000898529;3,99;-3,95;-0,65;3,22;-2,3;-0,46;1,875
36770;2212,97;viernes;4,76;8,75;0,426667737;0,230076507;0,358589737;0,00107193;4,76;3,99;-3,95;-0,65;0,02;-0,203333333;0,6525
36773;2214;lunes;1,03;5,79;0,416686736;0,035244427;0,358821688;0,000231951;1,03;4,76;3,99;-3,95;4,375;1,6;1,0375
36774;2210,32;martes;-3,68;-2,65;0,40408338;-0,210776778;0,357992969;-0,000828719;-3,68;1,03;4,76;3,99;2,895;3,26;1,4575
36775;2211,13;miércoles;0,81;-2,87;0,416098044;0,023752991;0,358175378;0,000182408;0,81;-3,68;1,03;4,76;-1,325;0,703333333;1,525
36776;2211,11;jueves;-0,02;0,79;0,41387707;-0,019601064;0,358170874;-4,50391E-06;-0,02;0,81;-3,68;1,03;-1,435;-0,613333333;0,73
36777;2209,18;viernes;-1,93;-1,95;0,408766156;-0,119367625;0,357736247;-0,000434627;-1,93;-0,02;0,81;-3,68;0,395;-0,963333333;-0,465
36780;2204,85;lunes;-4,33;-6,26;0,402344064;-0,244728749;0,356761151;-0,000975096;-4,33;-1,93;-0,02;0,81;-0,975;-0,38;-1,205
36781;2206,39;martes;1,54;-2,79;0,41805143;0,061883666;0,357107952;0,000346801;1,54;-4,33;-1,93;-0,02;-3,13;-2,093333333;-1,3675
36782;2206,93;miércoles;0,54;2,08;0,415375559;0,009649865;0,357229557;0,000121605;0,54;1,54;-4,33;-1,93;-1,395;-1,573333333;-1,185
36783;2208,64;jueves;1,71;2,25;0,418506328;0,070763412;0,357614641;0,000385084;1,71;0,54;1,54;-4,33;1,04;-0,75;-1,045
36784;2212,73;viernes;4,09;5,8;0,424874903;0,19507986;0,35853569;0,000921049;4,09;1,71;0,54;1,54;1,125;1,263333333;-0,135
36787;2210,34;lunes;-2,39;1,7;0,407535255;-0,143395174;0,357997473;-0,000538217;-2,39;4,09;1,71;0,54;2,9;2,113333333;1,97
36788;2211,36;martes;1,02;-1,37;0,416659977;0,034722089;0,358227173;0,000229699;1,02;-2,39;4,09;1,71;0,85;1,136666667;0,9875
36789;2210,81;miércoles;-0,55;0,47;0,412458858;-0,047284979;0,358103315;-0,000123857;-0,55;1,02;-2,39;4,09;-0,685;0,906666667;1,1075
36790;2212,93;jueves;2,12;1,57;0,419603436;0,092179271;0,358580729;0,000477414;2,12;-0,55;1,02;-2,39;0,235;-0,64;0,5425
36791;2223,46;viernes;10,53;12,65;0,442107517;0,531465541;0,360952036;0,002371307;10,53;2,12;-0,55;1,02;0,785;0,863333333;0,05
36794;2232,24;lunes;8,78;19,31;0,437424741;0,440056389;0,36292925;0,001977215;8,78;10,53;2,12;-0,55;6,325;4,033333333;3,28
36795;2228,05;martes;-4,19;4,59;0,402718686;-0,237416016;0,361985682;-0,000943568;-4,19;8,78;10,53;2,12;9,655;7,143333333;5,22
36796;2222,67;miércoles;-5,38;-9,57;0,399534398;-0,29957424;0,360774131;-0,001211551;-5,38;-4,19;8,78;10,53;2,295;5,04;4,31
36797;2216,93;jueves;-5,74;-11,12;0,398571085;-0,318378409;0,35948151;-0,001292621;-5,74;-5,38;-4,19;8,78;-4,785;-0,263333333;2,435
36798;2211,94;viernes;-4,99;-10,73;0,400577988;-0,279203058;0,358357786;-0,001123725;-4,99;-5,74;-5,38;-4,19;-5,56;-5,103333333;-1,6325
36801;2212,26;lunes;0,32;-4,67;0,414786867;-0,001841572;0,358429848;7,20625E-05;0,32;-4,99;-5,74;-5,38;-5,365;-5,37;-5,075
36802;2210,4;martes;-1,86;-1,54;0,408953467;-0,115711259;0,358010985;-0,000418863;-1,86;0,32;-4,99;-5,74;-2,335;-3,47;-3,9475
36803;2201,51;miércoles;-8,89;-10,75;0,390142089;-0,482914883;0,356008999;-0,002001986;-8,89;-1,86;0,32;-4,99;-0,77;-2,176666667;-3,0675
36804;2194,98;jueves;-6,53;-15,42;0,396457146;-0,359643112;0,354538473;-0,001470525;-6,53;-8,89;-1,86;0,32;-5,375;-3,476666667;-3,855
36805;2185,06;viernes;-9,92;-16,45;0,387385941;-0,536715699;0,352304536;-0,002233937;-9,92;-6,53;-8,89;-1,86;-7,71;-5,76;-4,24
36808;2187,38;lunes;2,32;-7,6;0,42013861;0,102626031;0,352826989;0,000522453;2,32;-9,92;-6,53;-8,89;-8,225;-8,446666667;-6,8
36809;2184,26;martes;-3,12;-0,8;0,405581868;-0,181525849;0,35212438;-0,000702609;-3,12;2,32;-9,92;-6,53;-3,8;-4,71;-5,755
36810;2182,17;miércoles;-2,09;-5,21;0,408338016;-0,127725033;0,351653722;-0,000470658;-2,09;-3,12;2,32;-9,92;-0,4;-3,573333333;-4,3125
36811;2175,97;jueves;-6,2;-8,29;0,397340184;-0,342405957;0,350257511;-0,001396211;-6,2;-2,09;-3,12;2,32;-2,605;-0,963333333;-3,2025
36812;2175,96;viernes;-0,01;-6,21;0,413903829;-0,019078726;0,350255259;-2,25195E-06;-0,01;-6,2;-2,09;-3,12;-4,145;-3,803333333;-2,2725
36815;2180,69;lunes;4,73;4,72;0,426587461;0,228509493;0,351320433;0,001065174;4,73;-0,01;-6,2;-2,09;-3,105;-2,766666667;-2,855
36816;2180,69;martes;0;4,73;0,413930588;-0,018556388;0,351320433;0;0;4,73;-0,01;-6,2;2,36;-0,493333333;-0,8925
36817;2178,13;miércoles;-2,56;-2,56;0,407080356;-0,15227492;0,350743933;-0,0005765;-2,56;0;4,73;-0,01;2,365;1,573333333;-0,37
36818;2162,86;jueves;-15,27;-17,83;0,373070028;-0,816166537;0,3473052;-0,003438732;-15,27;-2,56;0;4,73;-1,28;0,723333333;0,54
36819;2152,31;viernes;-10,55;-25,82;0,385700142;-0,569622994;0,34492939;-0,00237581;-10,55;-15,27;-2,56;0;-8,915;-5,943333333;-3,275
36822;2159,79;lunes;7,48;-3,07;0,433946108;0,372152447;0,346613851;0,001684461;7,48;-10,55;-15,27;-2,56;-12,91;-9,46;-7,095
36823;2157,84;martes;-1,95;5,53;0,408712638;-0,120412301;0,34617472;-0,000439131;-1,95;7,48;-10,55;-15,27;-1,535;-6,113333333;-5,225
36824;2153,18;miércoles;-4,66;-6,61;0,401461026;-0,261965903;0,34512531;-0,00104941;-4,66;-1,95;7,48;-10,55;2,765;-1,673333333;-5,0725
36825;2170,32;jueves;17,14;12,48;0,459795028;0,876730969;0,348985157;0,003859847;17,14;-4,66;-1,95;7,48;-3,305;0,29;-2,42
36826;2167,26;viernes;-3,06;14,08;0,405742421;-0,178391821;0,34829606;-0,000689098;-3,06;17,14;-4,66;-1,95;6,24;3,51;4,5025
36829;2158,14;lunes;-9,12;-12,18;0,389526638;-0,494928658;0,346242279;-0,002053781;-9,12;-3,06;17,14;-4,66;7,04;3,14;1,8675
36830;2158,36;martes;0,22;-8,9;0,41451928;-0,007064952;0,346291822;4,9543E-05;0,22;-9,12;-3,06;17,14;-6,09;1,653333333;0,075
36831;2147,89;miércoles;-10,47;-10,25;0,385914212;-0,56544429;0,343934027;-0,002357795;-10,47;0,22;-9,12;-3,06;-4,45;-3,986666667;1,295
36832;2138,95;jueves;-8,94;-19,41;0,390008295;-0,485526573;0,341920781;-0,002013246;-8,94;-10,47;0,22;-9,12;-5,125;-6,456666667;-5,6075
36833;2136,73;viernes;-2,22;-11,16;0,407990153;-0,134515428;0,341420847;-0,000499934;-2,22;-8,94;-10,47;0,22;-9,705;-6,396666667;-7,0775
36836;2139,21;lunes;2,48;0,26;0,42056675;0,110983439;0,341979332;0,000558484;2,48;-2,22;-8,94;-10,47;-5,58;-7,21;-5,3525
36837;2139,21;martes;0;2,48;0,413930588;-0,018556388;0,341979332;0;0;2,48;-2,22;-8,94;0,13;-2,893333333;-4,7875
36838;2134,08;miércoles;-5,13;-5,13;0,400203366;-0,28651579;0,34082408;-0,001155252;-5,13;0;2,48;-2,22;1,24;0,086666667;-2,17
36839;2124,84;jueves;-9,24;-14,37;0,389205534;-0,501196714;0,338743275;-0,002080805;-9,24;-5,13;0;2,48;-2,565;-0,883333333;-1,2175
36840;2127,51;viernes;2,67;-6,57;0,421075165;0,120907862;0,339344547;0,000601271;2,67;-9,24;-5,13;0;-7,185;-4,79;-2,9725
36843;2126,41;lunes;-1,1;1,57;0,410987129;-0,07601357;0,339096832;-0,000247715;-1,1;2,67;-9,24;-5,13;-3,285;-3,9;-2,925
36844;2126,41;martes;0;-1,1;0,413930588;-0,018556388;0,339096832;0;0;-1,1;2,67;-9,24;0,785;-2,556666667;-3,2
36845;2125,17;miércoles;-1,24;-1,24;0,410612507;-0,083326302;0,33881759;-0,000279242;-1,24;0;-1,1;2,67;-0,55;0,523333333;-1,9175
36846;2125,31;jueves;0,14;-1,1;0,41430521;-0,011243656;0,338849117;3,15273E-05;0,14;-1,24;0;-1,1;-0,62;-0,78;0,0825
36847;2121,64;viernes;-3,67;-3,53;0,404110139;-0,21025444;0,33802265;-0,000826467;-3,67;0,14;-1,24;0;-0,55;-0,366666667;-0,55
36850;2122,63;lunes;0,99;-2,68;0,416579701;0,033155075;0,338245593;0,000222943;0,99;-3,67;0,14;-1,24;-1,765;-1,59;-1,1925
36851;2122,61;martes;-0,02;0,97;0,41387707;-0,019601064;0,33824109;-4,50391E-06;-0,02;0,99;-3,67;0,14;-1,34;-0,846666667;-0,945
36852;2124,16;miércoles;1,55;1,53;0,418078189;0,062406004;0,338590142;0,000349053;1,55;-0,02;0,99;-3,67;0,485;-0,9;-0,64
36853;2131,76;jueves;7,6;9,15;0,434267213;0,378420503;0,340301627;0,001711484;7,6;1,55;-0,02;0,99;0,765;0,84;-0,2875
36854;2141,14;viernes;9,38;16,98;0,439030264;0,471396669;0,342413959;0,002112332;9,38;7,6;1,55;-0,02;4,575;3,043333333;2,53
36857;2141,91;lunes;0,77;10,15;0,415991009;0,021663639;0,342587359;0,0001734;0,77;9,38;7,6;1,55;8,49;6,176666667;4,6275
36858;2158,05;martes;16,14;16,91;0,457119157;0,824497167;0,346222011;0,003634652;16,14;0,77;9,38;7,6;5,075;5,916666667;4,825
36859;2169,82;miércoles;11,77;27,91;0,445425597;0,596235455;0,34887256;0,002650549;11,77;16,14;0,77;9,38;8,455;8,763333333;8,4725
36860;2172,84;jueves;3,02;14,79;0,42201172;0,139189692;0,34955265;0,00068009;3,02;11,77;16,14;0,77;13,955;9,56;9,515
36861;2168,6;viernes;-4,24;-1,22;0,402584892;-0,240027706;0,348597821;-0,000954828;-4,24;3,02;11,77;16,14;7,395;10,31;7,925
36864;2174,85;lunes;6,25;2,01;0,430654786;0,307904871;0,350005292;0,001407471;6,25;-4,24;3,02;11,77;-0,61;3,516666667;6,6725
36865;2180,3;martes;5,45;11,7;0,428514088;0,26611783;0,351232606;0,001227314;5,45;6,25;-4,24;3,02;1,005;1,676666667;4,2
36866;2184,18;miércoles;3,88;9,33;0,42431297;0,184110761;0,352106364;0,000873758;3,88;5,45;6,25;-4,24;5,85;2,486666667;2,62
36867;2174,29;jueves;-9,89;-6,01;0,387466217;-0,535148685;0,349879183;-0,002227182;-9,89;3,88;5,45;6,25;4,665;5,193333333;2,835
36868;2176,33;viernes;2,04;-7,85;0,419389366;0,088000567;0,350338581;0,000459398;2,04;-9,89;3,88;5,45;-3,005;-0,186666667;1,4225
36871;2176,33;lunes;0;2,04;0,413930588;-0,018556388;0,350338581;0;0;2,04;-9,89;3,88;-3,925;-1,323333333;0,37
36872;2175,57;martes;-0,76;-0,76;0,411896925;-0,058254077;0,350167433;-0,000171148;-0,76;0;2,04;-9,89;1,02;-2,616666667;-0,9925
36873;2183,08;miércoles;7,51;6,75;0,434026384;0,373719461;0,351858649;0,001691217;7,51;-0,76;0;2,04;-0,38;0,426666667;-2,1525
36874;2186,87;jueves;3,79;11,3;0,424072142;0,179409719;0,35271214;0,00085349;3,79;7,51;-0,76;0;3,375;2,25;2,1975
36875;2184,76;viernes;-2,11;1,68;0,408284499;-0,128769709;0,352236978;-0,000475162;-2,11;3,79;7,51;-0,76;5,65;3,513333333;2,635
36878;2175,91;lunes;-8,85;-10,96;0,390249124;-0,480825531;0,350243999;-0,001992978;-8,85;-2,11;3,79;7,51;0,84;3,063333333;2,1075
36879;2179,13;martes;3,22;-5,63;0,422546895;0,149636452;0,350969128;0,000725129;3,22;-8,85;-2,11;3,79;-5,48;-2,39;0,085
36880;2187,17;miércoles;8,04;11,26;0,435444596;0,401403375;0,352779698;0,00181057;8,04;3,22;-8,85;-2,11;-2,815;-2,58;-0,9875
36881;2185,05;jueves;-2,12;5,92;0,40825774;-0,129292047;0,352302284;-0,000477414;-2,12;8,04;3,22;-8,85;5,63;0,803333333;0,075
36882;2187,02;viernes;1,97;-0,15;0,419202055;0,084344201;0,352745919;0,000443635;1,97;-2,12;8,04;3,22;2,96;3,046666667;0,0725
36885;2193,57;lunes;6,55;8,52;0,431457547;0,323575011;0,354220948;0,001475029;6,55;1,97;-2,12;8,04;-0,075;2,63;2,7775
36886;2193,57;martes;0;6,55;0,413930588;-0,018556388;0,354220948;0;0;6,55;1,97;-2,12;4,26;2,133333333;3,61
36887;2196,76;miércoles;3,19;3,19;0,422466619;0,148069438;0,354939321;0,000718373;3,19;0;6,55;1,97;3,275;2,84;1,6
36888;2215,35;jueves;18,59;21,78;0,463675042;0,952469981;0,359125702;0,004186381;18,59;3,19;0;6,55;1,595;3,246666667;2,9275
36889;2229,18;viernes;13,83;32,42;0,450937893;0,703837086;0,362240153;0,003114451;13,83;18,59;3,19;0;10,89;7,26;7,0825
36892;2229,18;lunes;0;13,83;0,413930588;-0,018556388;0,362240153;0;0;13,83;18,59;3,19;16,21;11,87;8,9025
36893;2229,18;martes;0;0;0,413930588;-0,018556388;0,362240153;0;0;0;13,83;18,59;6,915;10,80666667;8,9025
36894;2219,6;miércoles;-9,58;-9,58;0,388295737;-0,518956206;0,360082782;-0,002157371;-9,58;0;0;13,83;0;4,61;8,105
36895;2224,38;jueves;4,78;-4,8;0,426721254;0,231121183;0,361159215;0,001076434;4,78;-9,58;0;0;-4,79;-3,193333333;1,0625
36896;2239,89;viernes;15,51;20,29;0,455433357;0,791589872;0,364651994;0,003492779;15,51;4,78;-9,58;0;-2,4;-1,6;-1,2
36899;2243,16;lunes;3,27;18,78;0,422680688;0,152248143;0,365388383;0,000736389;3,27;15,51;4,78;-9,58;10,145;3,57;2,6775
36900;2243,16;martes;0;3,27;0,413930588;-0,018556388;0,365388383;0;0;3,27;15,51;4,78;9,39;7,853333333;3,495
36901;2235,43;miércoles;-7,73;-7,73;0,3932461;-0,422323674;0,363647623;-0,00174076;-7,73;0;3,27;15,51;1,635;6,26;5,89
36902;2230,14;jueves;-5,29;-13,02;0,399775227;-0,294873198;0,36245634;-0,001191283;-5,29;-7,73;0;3,27;-3,865;-1,486666667;2,7625
36903;2246,58;viernes;16,44;11,15;0,457921918;0,840167308;0,366158551;0,003702211;16,44;-5,29;-7,73;0;-6,51;-4,34;-2,4375
36906;2251,75;lunes;5,17;21,61;0,427764844;0,251492365;0,367322811;0,00116426;5,17;16,44;-5,29;-7,73;5,575;1,14;0,855
36907;2248,61;martes;-3,14;2,03;0,405528351;-0,182570525;0,366615697;-0,000707113;-3,14;5,17;16,44;-5,29;10,805;5,44;2,1475
36908;2245,89;miércoles;-2,72;-5,86;0,406652217;-0,160632328;0,366003166;-0,000612531;-2,72;-3,14;5,17;16,44;1,015;6,156666667;3,295
36909;2236,46;jueves;-9,43;-12,15;0,388697118;-0,511121136;0,363879575;-0,002123592;-9,43;-2,72;-3,14;5,17;-2,93;-0,23;3,9375
36910;2246,74;viernes;10,28;0,85;0,441438549;0,518407091;0,366194582;0,002315008;10,28;-9,43;-2,72;-3,14;-6,075;-5,096666667;-2,53
36913;2244,59;lunes;-2,15;8,13;0,408177464;-0,130859061;0,365710412;-0,00048417;-2,15;10,28;-9,43;-2,72;0,425;-0,623333333;-1,2525
36914;2240,02;martes;-4,57;-6,72;0,401701854;-0,257264861;0,36468127;-0,001029143;-4,57;-2,15;10,28;-9,43;4,065;-0,433333333;-1,005
36915;2255,82;miércoles;15,8;11,23;0,45620936;0,806737675;0,368239356;0,003558086;15,8;-4,57;-2,15;10,28;-3,36;1,186666667;-1,4675
36916;2254,35;jueves;-1,47;14,33;0,409997057;-0,095340076;0,367908318;-0,000331037;-1,47;15,8;-4,57;-2,15;5,615;3,026666667;4,84
36917;2250,03;viernes;-4,32;-5,79;0,402370822;-0,244206411;0,366935475;-0,000972844;-4,32;-1,47;15,8;-4,57;7,165;3,253333333;1,9025
36920;2245,46;lunes;-4,57;-8,89;0,401701854;-0,257264861;0,365906332;-0,001029143;-4,57;-4,32;-1,47;15,8;-2,895;3,336666667;1,36
36921;2240,56;martes;-4,9;-9,47;0,400818817;-0,274502015;0,364802875;-0,001103457;-4,9;-4,57;-4,32;-1,47;-4,445;-3,453333333;1,36
36922;2240,8;miércoles;0,24;-4,66;0,414572797;-0,006020276;0,364856922;5,40469E-05;0,24;-4,9;-4,57;-4,32;-4,735;-4,596666667;-3,815
36923;2242,08;jueves;1,28;1,52;0,417355704;0,048302878;0,365145172;0,00028825;1,28;0,24;-4,9;-4,57;-2,33;-3,076666667;-3,3875
36924;2240,04;viernes;-2,04;-0,76;0,40847181;-0,125113343;0,364685774;-0,000459398;-2,04;1,28;0,24;-4,9;0,76;-1,126666667;-1,9875
36927;2242,2;lunes;2,16;0,12;0,419710471;0,094268623;0,365172196;0,000486422;2,16;-2,04;1,28;0,24;-0,38;-0,173333333;-1,355
36928;2238,35;martes;-3,85;-1,69;0,403628482;-0,219656524;0,364305194;-0,000867002;-3,85;2,16;-2,04;1,28;0,06;0,466666667;0,41
36929;2235,03;miércoles;-3,32;-7,17;0,405046694;-0,191972609;0,363557545;-0,000747648;-3,32;-3,85;2,16;-2,04;-0,845;-1,243333333;-0,6125
36930;2238,09;jueves;3,06;-0,26;0,422118755;0,141279044;0,364246643;0,000689098;3,06;-3,32;-3,85;2,16;-3,585;-1,67;-1,7625
36931;2242,68;viernes;4,59;7,65;0,426212839;0,22119676;0,365280289;0,001033646;4,59;3,06;-3,32;-3,85;-0,13;-1,37;-0,4875
36934;2237,58;lunes;-5,1;-0,51;0,400283642;-0,284948776;0,364131793;-0,001148496;-5,1;4,59;3,06;-3,32;3,825;1,443333333;0,12
36935;2229,59;martes;-7,99;-13,09;0,392550373;-0,435904462;0,362332483;-0,00179931;-7,99;-5,1;4,59;3,06;-0,255;0,85;-0,1925
36936;2237,37;miércoles;7,78;-0,21;0,434748869;0,387822587;0,364084502;0,001752019;7,78;-7,99;-5,1;4,59;-6,545;-2,833333333;-1,36
36937;2239,03;jueves;1,66;9,44;0,418372535;0,068151722;0,364458326;0,000373824;1,66;7,78;-7,99;-5,1;-0,105;-1,77;-0,18
36938;2238,61;viernes;-0,42;1,24;0,412806722;-0,040494585;0,364363744;-9,4582E-05;-0,42;1,66;7,78;-7,99;4,72;0,483333333;-0,9125
36941;2238,51;lunes;-0,1;-0,52;0,413663001;-0,023779768;0,364341225;-2,25195E-05;-0,1;-0,42;1,66;7,78;0,62;3,006666667;0,2575
36942;2245,16;martes;6,65;6,55;0,431725134;0,328798391;0,365838774;0,001497549;6,65;-0,1;-0,42;1,66;-0,26;0,38;2,23
36943;2247,09;miércoles;1,93;8,58;0,41909502;0,082254849;0,366273401;0,000434627;1,93;6,65;-0,1;-0,42;3,275;2,043333333;1,9475
36944;2252,65;jueves;5,56;7,49;0,428808434;0,271863548;0,367525486;0,001252086;5,56;1,93;6,65;-0,1;4,29;2,826666667;2,015
36945;2252,86;viernes;0,21;5,77;0,414492521;-0,00758729;0,367572777;4,7291E-05;0,21;5,56;1,93;6,65;3,745;4,713333333;3,51
36948;2257,7;lunes;4,84;5,05;0,426881807;0,234255211;0,368662723;0,001089945;4,84;0,21;5,56;1,93;2,885;2,566666667;3,5875
36949;2256,42;martes;-1,28;3,56;0,410505472;-0,085415654;0,368374473;-0,00028825;-1,28;4,84;0,21;5,56;2,525;3,536666667;3,135
36950;2257,45;miércoles;1,03;-0,25;0,416686736;0,035244427;0,368606424;0,000231951;1,03;-1,28;4,84;0,21;1,78;1,256666667;2,3325
36951;2259,64;jueves;2,19;3,22;0,419790747;0,095835637;0,369099602;0,000493178;2,19;1,03;-1,28;4,84;-0,125;1,53;1,2
36952;2265,44;viernes;5,8;7,99;0,429450644;0,28439966;0,370405734;0,001306133;5,8;2,19;1,03;-1,28;1,61;0,646666667;1,695
36955;2264,09;lunes;-1,35;4,45;0,410318161;-0,08907202;0,370101721;-0,000304014;-1,35;5,8;2,19;1,03;3,995;3,006666667;1,935
36956;2259,07;martes;-5,02;-6,37;0,400497712;-0,280770072;0,36897124;-0,00113048;-5,02;-1,35;5,8;2,19;2,225;2,213333333;1,9175
36957;2260,33;miércoles;1,26;-3,76;0,417302186;0,047258202;0,369254986;0,000283746;1,26;-5,02;-1,35;5,8;-3,185;-0,19;0,405
36958;2262,06;jueves;1,73;2,99;0,418559846;0,071808088;0,369644574;0,000389588;1,73;1,26;-5,02;-1,35;-1,88;-1,703333333;0,1725
36959;2262,55;viernes;0,49;2,22;0,415241765;0,007038174;0,36975492;0,000110346;0,49;1,73;1,26;-5,02;1,495;-0,676666667;-0,845
36962;2264,01;lunes;1,46;1,95;0,417837361;0,057704962;0,370083705;0,000328785;1,46;0,49;1,73;1,26;1,11;1,16;-0,385
36963;2275,98;martes;11,97;13,43;0,445960772;0,606682215;0,372779293;0,002695588;11,97;1,46;0,49;1,73;0,975;1,226666667;1,235
36964;2275,92;miércoles;-0,06;11,91;0,413770036;-0,021690416;0,372765781;-1,35117E-05;-0,06;11,97;1,46;0,49;6,715;4,64;3,9125
36965;2282,01;jueves;6,09;6,03;0,430226646;0,299547463;0,374137221;0,001371439;6,09;-0,06;11,97;1,46;5,955;4,456666667;3,465
36966;2281,02;viernes;-0,99;5,1;0,411281475;-0,070267852;0,373914277;-0,000222943;-0,99;6,09;-0,06;11,97;3,015;6;4,865
36969;2282,96;lunes;1,94;0,95;0,419121779;0,082777187;0,374351156;0,000436879;1,94;-0,99;6,09;-0,06;2,55;1,68;4,2525
36970;2282,96;martes;0;1,94;0,413930588;-0,018556388;0,374351156;0;0;1,94;-0,99;6,09;0,475;2,346666667;1,745
36971;2282,17;miércoles;-0,79;-0,79;0,411816649;-0,059821091;0,374173252;-0,000177904;-0,79;0;1,94;-0,99;0,97;0,316666667;1,76
36972;2284,04;jueves;1,87;1,08;0,418934468;0,07912082;0,374594367;0,000421115;1,87;-0,79;0;1,94;-0,395;0,383333333;0,04
36973;2290,02;viernes;5,98;7,85;0,4299323;0,293801744;0,375941035;0,001346668;5,98;1,87;-0,79;0;0,54;0,36;0,755
36976;2295,74;lunes;5,72;11,7;0,429236574;0,280220956;0,377229152;0,001288117;5,72;5,98;1,87;-0,79;3,925;2,353333333;1,765
36977;2293,99;martes;-1,75;3,97;0,409247812;-0,109965541;0,37683506;-0,000394092;-1,75;5,72;5,98;1,87;5,85;4,523333333;3,195
36978;2299,68;miércoles;5,69;3,94;0,429156298;0,278653942;0,378116421;0,001281361;5,69;-1,75;5,72;5,98;1,985;3,316666667;2,955
36979;2303,86;jueves;4,18;9,87;0,425115731;0,199780902;0,379057738;0,000941316;4,18;5,69;-1,75;5,72;1,97;3,22;3,91
36980;2309,83;viernes;5,97;10,15;0,429905542;0,293279406;0,380402154;0,001344416;5,97;4,18;5,69;-1,75;4,935;2,706666667;3,46
36983;2310,57;lunes;0,74;6,71;0,415910733;0,020096625;0,380568798;0,000166645;0,74;5,97;4,18;5,69;5,075;5,28;3,5225
36984;2304,19;martes;-6,38;-5,64;0,396858527;-0,351808042;0,379132052;-0,001436746;-6,38;0,74;5,97;4,18;3,355;3,63;4,145
36985;2308,64;miércoles;4,45;-1,93;0,425838217;0,213884028;0,380134171;0,001002119;4,45;-6,38;0,74;5,97;-2,82;0,11;1,1275
36986;2315,81;jueves;7,17;11,62;0,433116588;0,355959968;0,381748822;0,00161465;7,17;4,45;-6,38;0,74;-0,965;-0,396666667;1,195
36987;2317,46;viernes;1,65;8,82;0,418345776;0,067629384;0,382120394;0,000371572;1,65;7,17;4,45;-6,38;5,81;1,746666667;1,495
36990;2318,58;lunes;1,12;2,77;0,416927564;0,039945469;0,382372613;0,000252219;1,12;1,65;7,17;4,45;4,41;4,423333333;1,7225
