periodo;trm;dia;primera_dif;segunda_dif;trans_max_min;estanrazicacion z;trans_max_min;1dif;y_t;y_t-1;y_t-2;y_t-3;m1;m2;m3
42438;3155,9;miércoles;20,62;-7,35;0,469107062;1,058504598;0,570933142;0,004643527;20,62;-27,97;-39,78;-2,57;-33,875;-23,44;-33,395
42439;3192,49;jueves;36,59;57,21;0,511840732;1,892678407;0,579173038;0,008239896;36,59;20,62;-27,97;-39,78;-3,675;-15,71;-12,425
42440;3204,27;viernes;11,78;48,37;0,445452356;0,596757793;0,581825838;0,002652801;11,78;36,59;20,62;-27,97;28,605;9,746666667;-2,635
42443;3164,12;lunes;-40,15;-28,37;0,306494341;-2,115743517;0,572784247;-0,009041591;-40,15;11,78;36,59;20,62;24,185;22,99666667;10,255
42444;3175,95;martes;11,83;-28,32;0,44558615;0,599369483;0,575448308;0,00266406;11,83;-40,15;11,78;36,59;-14,185;2,74;7,21
42445;3175,88;miércoles;-0,07;11,76;0,413743277;-0,022212754;0,575432544;-1,57637E-05;-0,07;11,83;-40,15;11,78;-14,16;-5,513333333;5,0125
42446;3155,9;jueves;-19,98;-20,05;0,360466672;-1,062187741;0,570933142;-0,004499402;-19,98;-0,07;11,83;-40,15;5,88;-9,463333333;-4,1525
42447;3087,39;viernes;-68,51;-88,49;0,23060662;-3,597094127;0,555505012;-0,01542813;-68,51;-19,98;-0,07;11,83;-10,025;-2,74;-12,0925
42450;3065,79;lunes;-21,6;-90,11;0,35613176;-1,1468065;0,550640793;-0,004864218;-21,6;-68,51;-19,98;-0,07;-44,245;-29,52;-19,1825
42451;3065,79;martes;0;-21,6;0,413930588;-0,018556388;0,550640793;0;0;-21,6;-68,51;-19,98;-45,055;-36,69666667;-27,54
42452;3050,31;miércoles;-15,48;-15,48;0,372508095;-0,827135635;0,54715477;-0,003486023;-15,48;0;-21,6;-68,51;-10,8;-30,03666667;-27,5225
42453;3058,8;jueves;8,49;-6,99;0,436648738;0,424908586;0,549066678;0,001911908;8,49;-15,48;0;-21,6;-7,74;-12,36;-26,3975
42454;3058,8;viernes;0;8,49;0,413930588;-0,018556388;0,549066678;0;0;8,49;-15,48;0;-3,495;-2,33;-7,1475
42457;3058,8;lunes;0;0;0,413930588;-0,018556388;0,549066678;0;0;0;8,49;-15,48;4,245;-2,33;-1,7475
42458;3047,85;martes;-10,95;-10,95;0,384629793;-0,590516514;0,54660079;-0,002465889;-10,95;0;0;8,49;0;2,83;-1,7475
42459;3052,33;miércoles;4,48;-6,47;0,425918493;0,215451042;0,547609664;0,001008875;4,48;-10,95;0;0;-5,475;-3,65;-0,615
42460;3022,35;jueves;-29,98;-25,5;0,333707955;-1,584525756;0,540858309;-0,006751355;-29,98;4,48;-10,95;0;-3,235;-2,156666667;-1,6175
42461;3000,63;viernes;-21,72;-51,7;0,355810655;-1,153074556;0,535967067;-0,004891242;-21,72;-29,98;4,48;-10,95;-12,75;-12,15;-9,1125
42464;3038,48;lunes;37,85;16,13;0,51521233;1,958492997;0,54449071;0,008523642;37,85;-21,72;-29,98;4,48;-25,85;-15,74;-14,5425
42465;3066,94;martes;28,46;66,31;0,490085895;1,468017601;0,550899768;0,006409058;28,46;37,85;-21,72;-29,98;8,065;-4,616666667;-2,3425
42466;3085,82;miércoles;18,88;47,34;0,464451045;0,967617783;0,555151455;0,004251687;18,88;28,46;37,85;-21,72;33,155;14,86333333;3,6525
42467;3081,39;jueves;-4,43;14,45;0,402076476;-0,249952129;0,55415384;-0,000997615;-4,43;18,88;28,46;37,85;23,67;28,39666667;15,8675
42468;3109,6;viernes;28,21;23,78;0,489416928;1,454959151;0,560506599;0,006352759;28,21;-4,43;18,88;28,46;7,225;14,30333333;20,19
42471;3076,29;lunes;-33,31;-5,1;0,324797303;-1,758464315;0,553005344;-0,007501255;-33,31;28,21;-4,43;18,88;11,89;14,22;17,78
42472;3057,96;martes;-18,33;-51,64;0,36488186;-0,976001969;0,548877514;-0,00412783;-18,33;-33,31;28,21;-4,43;-2,55;-3,176666667;2,3375
42473;3036,57;miércoles;-21,39;-39,72;0,356693693;-1,135837402;0,544060587;-0,004816927;-21,39;-18,33;-33,31;28,21;-25,82;-7,81;-6,965
42474;3006,35;jueves;-30,22;-51,61;0,333065746;-1,597061868;0,537255185;-0,006805402;-30,22;-21,39;-18,33;-33,31;-19,86;-24,34333333;-11,205
42475;3000,78;viernes;-5,57;-35,79;0,399025983;-0,309498662;0,536000847;-0,001254338;-5,57;-30,22;-21,39;-18,33;-25,805;-23,31333333;-25,8125
42478;2999,38;lunes;-1,4;-6,97;0,410184368;-0,09168371;0,535685573;-0,000315273;-1,4;-5,57;-30,22;-21,39;-17,895;-19,06;-18,8775
42479;2995,86;martes;-3,52;-4,92;0,40451152;-0,202419369;0,534892886;-0,000792687;-3,52;-1,4;-5,57;-30,22;-3,485;-12,39666667;-14,645
42480;2912,2;miércoles;-83,66;-87,18;0,190067164;-4,388436219;0,516053047;-0,018839839;-83,66;-3,52;-1,4;-5,57;-2,46;-3,496666667;-10,1775
42481;2899,92;jueves;-12,28;-95,94;0,381070884;-0,65998747;0,513287649;-0,002765398;-12,28;-83,66;-3,52;-1,4;-43,59;-29,52666667;-23,5375
42482;2928,7;viernes;28,78;16,5;0,490942174;1,484732418;0,519768769;0,006481121;28,78;-12,28;-83,66;-3,52;-47,97;-33,15333333;-25,215
42485;2939,7;lunes;11;39,78;0,443365176;0,556015428;0,522245918;0,002477148;11;28,78;-12,28;-83,66;8,25;-22,38666667;-17,67
42486;2962,08;martes;22,38;33,38;0,473816596;1,150436088;0,527285789;0,005039871;22,38;11;28,78;-12,28;19,89;9,166666667;-14,04
42487;2945,37;miércoles;-16,71;5,67;0,369216772;-0,891383211;0,523522775;-0,003763013;-16,71;22,38;11;28,78;16,69;20,72;12,47
42488;2943,23;jueves;-2,14;-18,85;0,408204223;-0,130336723;0,523040857;-0,000481918;-2,14;-16,71;22,38;11;2,835;5,556666667;11,3625
42489;2885,72;viernes;-57,51;-59,65;0,260041208;-3,02252231;0,510089875;-0,012950982;-57,51;-2,14;-16,71;22,38;-9,425;1,176666667;3,6325
42492;2851,14;lunes;-34,58;-92,09;0,321398946;-1,824801243;0,502302622;-0,007787253;-34,58;-57,51;-2,14;-16,71;-29,825;-25,45333333;-13,495
42493;2833,78;martes;-17,36;-51,94;0,367477456;-0,925335182;0,498393232;-0,00390939;-17,36;-34,58;-57,51;-2,14;-46,045;-31,41;-27,735
42494;2895,51;miércoles;61,73;44,37;0,579112146;3,205836176;0,512294537;0,013901306;61,73;-17,36;-34,58;-57,51;-25,97;-36,48333333;-27,8975
42495;2942,16;jueves;46,65;108,38;0,538760001;2,41815045;0,522799898;0,010505361;46,65;61,73;-17,36;-34,58;22,185;3,263333333;-11,93
42496;2952,37;viernes;10,21;56,86;0,441251238;0,514750725;0,525099142;0,002299244;10,21;46,65;61,73;-17,36;54,19;30,34;14,11
42499;2969,62;lunes;17,25;27,46;0,460089374;0,882476687;0,528983761;0,003884619;17,25;10,21;46,65;61,73;28,43;39,53;25,3075
42500;2969,62;martes;0;17,25;0,413930588;-0,018556388;0,528983761;0;0;17,25;10,21;46,65;13,73;24,70333333;33,96
42501;2979,54;miércoles;9,92;9,92;0,440475235;0,499602922;0,531217699;0,002233937;9,92;0;17,25;10,21;8,625;9,153333333;18,5275
42502;2956,82;jueves;-22,72;-12,8;0,353134784;-1,205308358;0,526101261;-0,005116437;-22,72;9,92;0;17,25;4,96;9,056666667;9,345
42503;2934,88;viernes;-21,94;-44,66;0,355221964;-1,164565992;0,521160476;-0,004940785;-21,94;-22,72;9,92;0;-6,4;-4,266666667;1,1125
42506;2983,82;lunes;48,94;27;0,544887747;2,537765855;0,532181534;0,011021058;48,94;-21,94;-22,72;9,92;-22,33;-11,58;-8,685
42507;3007,74;martes;23,92;72,86;0,477937438;1,230876143;0,537568206;0,005386672;23,92;48,94;-21,94;-22,72;13,5;1,426666667;3,55
42508;3020,89;miércoles;13,15;37,07;0,4491183;0,668318101;0,540529524;0,002961318;13,15;23,92;48,94;-21,94;36,43;16,97333333;7,05
42509;3031,48;jueves;10,59;23,74;0,442268069;0,534599569;0,542914342;0,002384818;10,59;13,15;23,92;48,94;18,535;28,67;16,0175
42510;3056,06;viernes;24,58;35,17;0,479703513;1,265350452;0,548449643;0,0055353;24,58;10,59;13,15;23,92;11,87;15,88666667;24,15
42513;3047,99;lunes;-8,07;16,51;0,392336304;-0,440083166;0,546632317;-0,001817326;-8,07;24,58;10,59;13,15;17,585;16,10666667;18,06
42514;3058,25;martes;10,26;2,19;0,441385031;0,517362415;0,548942821;0,002310504;10,26;-8,07;24,58;10,59;8,255;9,033333333;10,0625
42515;3059,92;miércoles;1,67;11,93;0,418399294;0,06867406;0,549318897;0,000376076;1,67;10,26;-8,07;24,58;1,095;8,923333333;9,34
42516;3061,89;jueves;1,97;3,64;0,419202055;0,084344201;0,549762532;0,000443635;1,97;1,67;10,26;-8,07;5,965;1,286666667;7,11
42517;3054,6;viernes;-7,29;-5,32;0,394423483;-0,399340801;0,548120858;-0,001641674;-7,29;1,97;1,67;10,26;1,82;4,633333333;1,4575
42520;3069,17;lunes;14,57;7,28;0,452918038;0,742490099;0,551401953;0,003281096;14,57;-7,29;1,97;1,67;-2,66;-1,216666667;1,6525
42521;3069,17;martes;0;14,57;0,413930588;-0,018556388;0,551401953;0;0;14,57;-7,29;1,97;3,64;3,083333333;2,73
42522;3089,65;miércoles;20,48;20,48;0,46873244;1,051191866;0,556013953;0,004612;20,48;0;14,57;-7,29;7,285;2,426666667;2,3125
42523;3117,83;jueves;28,18;48,66;0,489336651;1,453392137;0,562359957;0,006346004;28,18;20,48;0;14,57;10,24;11,68333333;6,94
42524;3110,88;viernes;-6,95;21,23;0,39533328;-0,381581308;0,560794849;-0,001565107;-6,95;28,18;20,48;0;24,33;16,22;15,8075
42527;3017,71;lunes;-93,17;-100,12;0,164619625;-4,885179671;0,539813403;-0,020981446;-93,17;-6,95;28,18;20,48;10,615;13,90333333;10,4275
42528;3017,71;martes;0;-93,17;0,413930588;-0,018556388;0,539813403;0;0;-93,17;-6,95;28,18;-50,06;-23,98;-12,865
42529;2950,95;miércoles;-66,76;-66,76;0,235289396;-3,505684974;0,524779365;-0,015034038;-66,76;0;-93,17;-6,95;-46,585;-33,37333333;-17,985
42530;2905,23;jueves;-45,72;-112,48;0,291589735;-2,406685791;0,514483436;-0,010295929;-45,72;-66,76;0;-93,17;-33,38;-53,31;-41,72
42531;2942,13;viernes;36,9;-8,82;0,512670252;1,908870886;0,522793142;0,008309707;36,9;-45,72;-66,76;0;-56,24;-37,49333333;-51,4125
42534;2969,83;lunes;27,7;64,6;0,488052233;1,428319912;0,529031052;0,00623791;27,7;36,9;-45,72;-66,76;-4,41;-25,19333333;-18,895
42535;2990,35;martes;20,52;48,22;0,468839474;1,053281218;0,53365206;0,004621008;20,52;27,7;36,9;-45,72;32,3;6,293333333;-11,97
42536;3003,28;miércoles;12,93;33,45;0,448529609;0,656826665;0,536563835;0,002911775;12,93;20,52;27,7;36,9;24,11;28,37333333;9,85
42537;2989,56;jueves;-13,72;-0,79;0,377217629;-0,735204144;0,533474155;-0,00308968;-13,72;12,93;20,52;27,7;16,725;20,38333333;24,5125
42538;3019,12;viernes;29,56;15,84;0,493029354;1,525474783;0,540130929;0,006656773;29,56;-13,72;12,93;20,52;-0,395;6,576666667;11,8575
42541;3010,91;lunes;-8,21;21,35;0,391961682;-0,447395898;0,538282075;-0,001848853;-8,21;29,56;-13,72;12,93;7,92;9,59;12,3225
42542;2972,97;martes;-37,94;-46,15;0,312408017;-2,000306816;0,529738165;-0,00854391;-37,94;-8,21;29,56;-13,72;10,675;2,543333333;5,14
42543;2976,29;miércoles;3,32;-34,62;0,422814482;0,154859833;0,530485814;0,000747648;3,32;-37,94;-8,21;29,56;-23,075;-5,53;-7,5775
42544;2944,06;jueves;-32,23;-28,91;0,327687244;-1,702051809;0,523227769;-0,007258045;-32,23;3,32;-37,94;-8,21;-17,31;-14,27666667;-3,3175
42545;2897,53;viernes;-46,53;-78,76;0,289422279;-2,44899517;0,512749432;-0,010478337;-46,53;-32,23;3,32;-37,94;-14,455;-22,28333333;-18,765
42548;2972,92;lunes;75,39;28,86;0,615664553;3,919349904;0,529726906;0,016977474;75,39;-46,53;-32,23;3,32;-39,38;-25,14666667;-28,345
42549;3022,78;martes;49,86;125,25;0,547349549;2,585820953;0,540955143;0,011228238;49,86;75,39;-46,53;-32,23;14,43;-1,123333333;-0,0125
42550;3005,18;miércoles;-17,6;32,26;0,366835247;-0,937871294;0,536991706;-0,003963437;-17,6;49,86;75,39;-46,53;62,625;26,24;11,6225
42551;2916,15;jueves;-89,03;-106,63;0,175697734;-4,668931733;0,516942568;-0,020049138;-89,03;-17,6;49,86;75,39;16,13;35,88333333;15,28
42552;2919,01;viernes;2,86;-86,17;0,421583581;0,130832284;0,517586627;0,000644059;2,86;-89,03;-17,6;49,86;-53,315;-18,92333333;4,655
42555;2914,38;lunes;-4,63;-1,77;0,401541302;-0,260398889;0,516543973;-0,001042654;-4,63;2,86;-89,03;-17,6;-43,085;-34,59;-13,4775
42556;2914,38;martes;0;-4,63;0,413930588;-0,018556388;0,516543973;0;0;-4,63;2,86;-89,03;-0,885;-30,26666667;-27,1
42557;2966,87;miércoles;52,49;52,49;0,554387092;2,723195851;0,528364474;0,011820501;52,49;0;-4,63;2,86;-2,315;-0,59;-22,7
42558;3003,2;jueves;36,33;88,82;0,511145005;1,879097619;0,536545819;0,008181345;36,33;52,49;0;-4,63;26,245;15,95333333;12,68
42559;2986,49;viernes;-16,71;19,62;0,369216772;-0,891383211;0,532782806;-0,003763013;-16,71;36,33;52,49;0;44,41;29,60666667;21,0475
42562;2952,64;lunes;-33,85;-50,56;0,323352332;-1,786670568;0,525159945;-0,007622861;-33,85;-16,71;36,33;52,49;9,81;24,03666667;18,0275
42563;2929,81;martes;-22,83;-56,68;0,352840438;-1,211054076;0,520018736;-0,005141209;-22,83;-33,85;-16,71;36,33;-25,28;-4,743333333;9,565
42564;2911,91;miércoles;-17,9;-40,73;0,366032485;-0,953541434;0,51598774;-0,004030996;-17,9;-22,83;-33,85;-16,71;-28,34;-24,46333333;-9,265
42565;2936,53;jueves;24,62;6,72;0,479810548;1,267439804;0,521532049;0,005544308;24,62;-17,9;-22,83;-33,85;-20,365;-24,86;-22,8225
42566;2923,07;viernes;-13,46;11,16;0,377913355;-0,721623356;0,51850092;-0,003031129;-13,46;24,62;-17,9;-22,83;3,36;-5,37;-12,49
42569;2923,46;lunes;0,39;-13,07;0,414974178;0,001814794;0,518588746;8,78262E-05;0,39;-13,46;24,62;-17,9;5,58;-2,246666667;-7,3925
42570;2928,3;martes;4,84;5,23;0,426881807;0,234255211;0,519678691;0,001089945;4,84;0,39;-13,46;24,62;-6,535;3,85;-1,5875
42571;2931,08;miércoles;2,78;7,62;0,421369511;0,12665358;0,520304734;0,000626043;2,78;4,84;0,39;-13,46;2,615;-2,743333333;4,0975
42572;2931,08;jueves;0;2,78;0,413930588;-0,018556388;0,520304734;0;0;2,78;4,84;0,39;3,81;2,67;-1,3625
42573;2928,67;viernes;-2,41;-2,41;0,407481737;-0,14443985;0,519762014;-0,000542721;-2,41;0;2,78;4,84;1,39;2,54;2,0025
42576;2942,65;lunes;13,98;11,57;0,451339274;0,711672156;0,522910244;0,00314823;13,98;-2,41;0;2,78;-1,205;0,123333333;1,3025
42577;2997,25;martes;54,6;68,58;0,560033181;2,833409172;0,535205907;0,012295663;54,6;13,98;-2,41;0;5,785;3,856666667;3,5875
42578;3055,15;miércoles;57,9;112,5;0,568863557;3,005780716;0,548244715;0,013038808;57,9;54,6;13,98;-2,41;34,29;22,05666667;16,5425
42579;3073,52;jueves;18,37;76,27;0,46308635;0,940978545;0,552381553;0,004136838;18,37;57,9;54,6;13,98;56,25;42,16;31,0175
42580;3091,78;viernes;18,26;36,63;0,462792004;0,935232826;0,556493619;0,004112066;18,26;18,37;57,9;54,6;38,135;43,62333333;36,2125
42583;3081,75;lunes;-10,03;8,23;0,387091595;-0,542461417;0,55423491;-0,002258709;-10,03;18,26;18,37;57,9;18,315;31,51;37,2825
42584;3090,28;martes;8,53;-1,5;0,436755773;0,426997938;0,556155826;0,001920916;8,53;-10,03;18,26;18,37;4,115;8,866666667;21,125
42585;3084,81;miércoles;-5,47;3,06;0,39929357;-0,304275282;0,554924008;-0,001231818;-5,47;8,53;-10,03;18,26;-0,75;5,586666667;8,7825
42586;3110,43;jueves;25,62;20,15;0,48248642;1,319673605;0,560693511;0,005769504;25,62;-5,47;8,53;-10,03;1,53;-2,323333333;2,8225
42587;3079,83;viernes;-30,6;-4,98;0,332048915;-1,616910713;0,553802535;-0,006890976;-30,6;25,62;-5,47;8,53;10,075;9,56;4,6625
42590;3052,8;lunes;-27,03;-57,63;0,341601777;-1,430436042;0,547715506;-0,006087029;-27,03;-30,6;25,62;-5,47;-2,49;-3,483333333;-0,48
42591;2992,5;martes;-60,3;-87,33;0,252575526;-3,168254616;0,53413623;-0,013579277;-60,3;-27,03;-30,6;25,62;-28,815;-10,67;-9,37
42592;2974,31;miércoles;-18,19;-78,49;0,365256482;-0,968689237;0,530039927;-0,004096303;-18,19;-60,3;-27,03;-30,6;-43,665;-39,31;-23,0775
42593;2954,9;jueves;-19,41;-37,6;0,361991919;-1,032414475;0,525668886;-0,004371041;-19,41;-18,19;-60,3;-27,03;-39,245;-35,17333333;-34,03
42594;2911,26;viernes;-43,64;-63,05;0,297155548;-2,298039484;0,515841363;-0,009827523;-43,64;-19,41;-18,19;-60,3;-18,8;-32,63333333;-31,2325
42597;2908,67;lunes;-2,59;-46,23;0,40700008;-0,153841934;0,515258108;-0,000583256;-2,59;-43,64;-19,41;-18,19;-31,525;-27,08;-35,385
42598;2908,67;martes;0;-2,59;0,413930588;-0,018556388;0,515258108;0;0;-2,59;-43,64;-19,41;-23,115;-21,88;-20,9575
42599;2905,3;miércoles;-3,37;-3,37;0,4049129;-0,194584299;0,514499199;-0,000758908;-3,37;0;-2,59;-43,64;-1,295;-15,41;-16,41
42600;2918,07;jueves;12,77;9,4;0,448101469;0,648469256;0,517374943;0,002875744;12,77;-3,37;0;-2,59;-1,685;-1,986666667;-12,4
42601;2884,02;viernes;-34,05;-21,28;0,322817158;-1,797117328;0,509707043;-0,0076679;-34,05;12,77;-3,37;0;4,7;3,133333333;1,7025
42604;2867,37;lunes;-16,65;-50,7;0,369377325;-0,888249183;0,505957542;-0,003749502;-16,65;-34,05;12,77;-3,37;-10,64;-8,216666667;-6,1625
42605;2883,89;martes;16,52;-0,13;0,458135988;0,844346012;0,509677768;0,003720226;16,52;-16,65;-34,05;12,77;-25,35;-12,64333333;-10,325
42606;2909,1;miércoles;25,21;41,73;0,481389313;1,298257747;0,515354942;0,005677174;25,21;16,52;-16,65;-34,05;-0,065;-11,39333333;-5,3525
42607;2938,28;jueves;29,18;54,39;0,492012523;1,505625938;0,52192614;0,006571199;29,18;25,21;16,52;-16,65;20,865;8,36;-2,2425
42608;2915,67;viernes;-22,61;6,57;0,35342913;-1,199562639;0,516834475;-0,005091666;-22,61;29,18;25,21;16,52;27,195;23,63666667;13,565
42611;2882,69;lunes;-32,98;-55,59;0,32568034;-1,741227161;0,509407534;-0,007426941;-32,98;-22,61;29,18;25,21;3,285;10,59333333;12,075
42612;2924,29;martes;41,6;8,62;0,525246849;2,154369753;0,518775658;0,009368125;41,6;-32,98;-22,61;29,18;-27,795;-8,803333333;-0,3
42613;2933,82;miércoles;9,53;51,13;0,439431645;0,47923174;0,520921769;0,002146111;9,53;41,6;-32,98;-22,61;4,31;-4,663333333;3,7975
42614;2956,53;jueves;22,71;32,24;0,474699633;1,167673243;0,526035955;0,005114185;22,71;9,53;41,6;-32,98;25,565;6,05;-1,115
42615;2986,36;viernes;29,83;52,54;0,49375184;1,539577909;0,53275353;0,006717576;29,83;22,71;9,53;41,6;16,12;24,61333333;10,215
42618;2957,56;lunes;-28,8;1,03;0,336865484;-1,52288987;0,526267906;-0,006485625;-28,8;29,83;22,71;9,53;26,27;20,69;25,9175
42619;2957,56;martes;0;-28,8;0,413930588;-0,018556388;0,526267906;0;0;-28,8;29,83;22,71;0,515;7,913333333;8,3175
42620;2887,64;miércoles;-69,92;-69,92;0,226833641;-3,670743787;0,51052225;-0,015745655;-69,92;0;-28,8;29,83;-14,4;0,343333333;5,935
42621;2840,38;jueves;-47,26;-117,18;0,287468893;-2,487125845;0,499879521;-0,01064273;-47,26;-69,92;0;-28,8;-34,96;-32,90666667;-17,2225
42622;2846,13;viernes;5,75;-41,51;0,42931685;0,28178797;0,501174393;0,001294873;5,75;-47,26;-69,92;0;-58,59;-39,06;-36,495
42625;2899,29;lunes;53,16;58,91;0,556179926;2,758192498;0,513145776;0,011971382;53,16;5,75;-47,26;-69,92;-20,755;-37,14333333;-27,8575
42626;2942,29;martes;43;96,16;0,528993069;2,227497075;0,522829174;0,009683398;43;53,16;5,75;-47,26;29,455;3,883333333;-14,5675
42627;2976,19;miércoles;33,9;76,9;0,504642637;1,752169481;0,530463294;0,007634121;33,9;43;53,16;5,75;48,08;33,97;13,6625
42628;2972,65;jueves;-3,54;30,36;0,404458002;-0,203464045;0,529666103;-0,000797191;-3,54;33,9;43;53,16;38,45;43,35333333;33,9525
42629;2938,5;viernes;-34,15;-37,69;0,322549571;-1,802340708;0,521975683;-0,00769042;-34,15;-3,54;33,9;43;15,18;24,45333333;31,63
42632;2956,58;lunes;18,08;-16,07;0,462310348;0,925830742;0,526047214;0,004071531;18,08;-34,15;-3,54;33,9;-18,845;-1,263333333;9,8025
42633;2928,18;martes;-28,4;-10,32;0,337935833;-1,50199635;0,519651668;-0,006395547;-28,4;18,08;-34,15;-3,54;-8,035;-6,536666667;3,5725
42634;2911,11;miércoles;-17,07;-45,47;0,368253459;-0,910187379;0,515807584;-0,003844084;-17,07;-28,4;18,08;-34,15;-5,16;-14,82333333;-12,0025
42635;2894,15;jueves;-16,96;-34,03;0,368547804;-0,904441661;0,511988272;-0,003819312;-16,96;-17,07;-28,4;18,08;-22,735;-9,13;-15,385
42636;2862,52;viernes;-31,63;-48,59;0,329292767;-1,670711529;0,504865344;-0,007122927;-31,63;-16,96;-17,07;-28,4;-17,015;-20,81;-11,0875
42639;2917,95;lunes;55,43;23,8;0,562254154;2,876763227;0,51734792;0,012482576;55,43;-31,63;-16,96;-17,07;-24,295;-21,88666667;-23,515
42640;2917,58;martes;-0,37;55,06;0,412940515;-0,037882895;0,517264598;-8,33223E-05;-0,37;55,43;-31,63;-16,96;11,9;2,28;-2,5575
42641;2921,99;miércoles;4,41;4,04;0,425731182;0,211794676;0,518257709;0,000993111;4,41;-0,37;55,43;-31,63;27,53;7,81;1,6175
42642;2914,11;jueves;-7,88;-3,47;0,392844719;-0,430158744;0,51648317;-0,001774539;-7,88;4,41;-0,37;55,43;2,02;19,82333333;6,96
42643;2879,95;viernes;-34,16;-42,04;0,322522812;-1,802863046;0,508790499;-0,007692671;-34,16;-7,88;4,41;-0,37;-1,735;-1,28;12,8975
42646;2880,08;lunes;0,13;-34,03;0,414278451;-0,011765994;0,508819774;2,92754E-05;0,13;-34,16;-7,88;4,41;-21,02;-12,54333333;-9,5
42647;2937,23;martes;57,15;57,28;0,566856654;2,966605365;0,521689685;0,012869911;57,15;0,13;-34,16;-7,88;-17,015;-13,97;-9,375
42648;2963,06;miércoles;25,83;82,98;0,483048353;1,330642704;0,52750648;0,005816795;25,83;57,15;0,13;-34,16;28,64;7,706666667;3,81
42649;2964,93;jueves;1,87;27,7;0,418934468;0,07912082;0,527927595;0,000421115;1,87;25,83;57,15;0,13;41,49;27,70333333;12,2375
42650;2924,8;viernes;-40,13;-38,26;0,306547858;-2,114698841;0,518890508;-0,009037087;-40,13;1,87;25,83;57,15;13,85;28,28333333;21,245
42653;2913,96;lunes;-10,84;-50,97;0,384924139;-0,584770796;0,516449391;-0,002441117;-10,84;-40,13;1,87;25,83;-19,13;-4,143333333;11,18
42654;2913,96;martes;0;-10,84;0,413930588;-0,018556388;0,516449391;0;0;-10,84;-40,13;1,87;-25,485;-16,36666667;-5,8175
42655;2919,51;miércoles;5,55;5,55;0,428781676;0,27134121;0,517699225;0,001249834;5,55;0;-10,84;-40,13;-5,42;-16,99;-12,275
42656;2919,18;jueves;-0,33;5,22;0,41304755;-0,035793543;0,51762491;-7,43144E-05;-0,33;5,55;0;-10,84;2,775;-1,763333333;-11,355
42657;2930,78;viernes;11,6;11,27;0,444970699;0,587355709;0,520237176;0,002612265;11,6;-0,33;5,55;0;2,61;1,74;-1,405
42660;2915,67;lunes;-15,11;-3,51;0,373498167;-0,807809128;0,516834475;-0,003402701;-15,11;11,6;-0,33;5,55;5,635;5,606666667;4,205
42661;2915,67;martes;0;-15,11;0,413930588;-0,018556388;0,516834475;0;0;-15,11;11,6;-0,33;-1,755;-1,28;0,4275
42662;2905,93;miércoles;-9,74;-9,74;0,387867598;-0,527313615;0,514641072;-0,002193402;-9,74;0;-15,11;11,6;-7,555;-1,17;-0,96
42663;2914,15;jueves;8,22;-1,52;0,435926253;0,41080546;0,516492178;0,001851105;8,22;-9,74;0;-15,11;-4,87;-8,283333333;-3,3125
42664;2934,03;viernes;19,88;28,1;0,467126917;1,019851585;0,52096906;0,004476883;19,88;8,22;-9,74;0;-0,76;-0,506666667;-4,1575
42667;2944,25;lunes;10,22;30,1;0,441277996;0,515273063;0,523270556;0,002301496;10,22;19,88;8,22;-9,74;14,05;6,12;4,59
42668;2929,83;martes;-14,42;-4,2;0,375344518;-0,771767805;0,52002324;-0,003247316;-14,42;10,22;19,88;8,22;15,05;12,77333333;7,145
42669;2941,34;miércoles;11,51;-2,91;0,444729871;0,582654667;0,522615238;0,002591998;11,51;-14,42;10,22;19,88;-2,1;5,226666667;5,975
42670;2965,18;jueves;23,84;35,35;0,477723368;1,226697439;0,527983894;0,005368656;23,84;11,51;-14,42;10,22;-1,455;2,436666667;6,7975
42671;2966,61;viernes;1,43;25,27;0,417757084;0,056137948;0,528305923;0,000322029;1,43;23,84;11,51;-14,42;17,675;6,976666667;7,7875
42674;2967,66;lunes;1,05;2,48;0,416740253;0,036289103;0,528542378;0,000236455;1,05;1,43;23,84;11,51;12,635;12,26;5,59
42675;2998,55;martes;30,89;31,94;0,496588264;1,594945739;0,535498661;0,006956283;30,89;1,05;1,43;23,84;1,24;8,773333333;9,4575
42676;3026,68;miércoles;28,13;59,02;0,489202858;1,450780447;0,541833405;0,006334744;28,13;30,89;1,05;1,43;15,97;11,12333333;14,3025
42677;3070,54;jueves;43,86;71,99;0,531294319;2,272418144;0,551710471;0,009877066;43,86;28,13;30,89;1,05;29,51;20,02333333;15,375
42678;3071,12;viernes;0,58;44,44;0,415482593;0,011739217;0,551841084;0,000130613;0,58;43,86;28,13;30,89;35,995;34,29333333;25,9825
42681;3070,4;lunes;-0,72;-0,14;0,41200396;-0,056164725;0,551678944;-0,000162141;-0,72;0,58;43,86;28,13;22,22;24,19;25,865
42682;3070,4;martes;0;-0,72;0,413930588;-0,018556388;0,551678944;0;0;-0,72;0,58;43,86;-0,07;14,57333333;17,9625
42683;2984,78;miércoles;-85,62;-85,62;0,184822456;-4,49081447;0,532397722;-0,019281222;-85,62;0;-0,72;0,58;-0,36;-0,046666667;10,93
42684;3012,12;jueves;27,34;-58,28;0,487088919;1,409515744;0,538554561;0,00615684;27,34;-85,62;0;-0,72;-42,81;-28,78;-21,44
42685;3100,12;viernes;88;115,34;0,649407294;4,57801814;0,558371748;0,019817186;88;27,34;-85,62;0;-29,14;-19,42666667;-14,75
